segment_id,latitude,longitude,elevation_m,road_length_m,distance_to_water_body_m,road_age_years,pavement_thickness_cm,surface_crack_density_pct,pavement_condition_index,rut_depth_mm,surface_deformation_mm,avg_daily_traffic,heavy_vehicle_pct,traffic_load_index,avg_vehicle_speed_kmh,soil_moisture_pct,soil_density_g_cm3,soil_bearing_capacity_kpa,groundwater_depth_m,soil_porosity_pct,soil_settlement_mm,void_ratio,annual_rainfall_mm,max_daily_rainfall_mm,flood_frequency_per_year,temperature_variation_c,drainage_efficiency,waterlogging_duration_hr,underground_pipe_density,pipe_age_years,pipe_leakage_index,distance_to_pipeline_m,utility_excavation_count,sewer_condition_index,historical_collapse_count,distance_to_previous_collapse_m,nearby_construction_intensity,building_density_per_km2,land_subsidence_rate_mm_year,spatial_vulnerability_index,collapse_risk_level
URC_01807,13.0976,80.1817,32.4698,526.4412,429.4369,1,39.2575,0.0,96.9787,2.865,6.6329,55322,30.6091,0.5932,50.7728,53.6114,1.356,258.9785,8.9232,45.3896,74.0555,0.7974,1858.9636,180.1133,11,39.5121,0.1258,47.754,0.2773,54,0.5761,6.1238,6,42.8912,7,116.2538,0.403,3526,17.022,0.418,High
URC_01808,12.8833,80.3351,49.0959,488.3242,327.7635,6,40.8246,13.5696,91.0889,5.8438,21.6109,35307,39.0045,0.6813,70.3617,34.1942,2.1081,384.3678,7.5683,27.6107,52.3063,0.4928,1909.6679,244.7765,10,41.1827,0.2247,47.3136,0.3636,19,0.1439,31.6893,7,75.3182,3,176.37,0.2707,19367,11.8773,0.4775,Low
URC_01809,12.8783,80.267,21.5186,1304.0621,677.6203,2,19.9339,0.0,100.0,8.0689,15.2777,21839,20.1075,0.2773,69.1643,15.576,1.9132,402.8899,19.0457,37.9285,18.0054,0.6793,2031.8107,216.9762,10,13.9397,0.6095,39.1748,0.4139,61,0.7466,9.463,9,46.3251,3,338.833,0.3755,18150,17.3813,0.5035,Low
URC_01810,12.8443,80.0712,15.0087,1425.6285,538.7461,60,35.8727,53.6478,24.5097,29.9598,64.2517,26820,17.0051,0.3598,59.3808,32.4019,2.1022,433.8545,14.5334,27.6407,72.3771,0.4291,1644.8407,144.9507,9,22.344,0.4368,46.9689,0.566,25,0.3853,77.1812,9,79.6741,6,63.8387,0.3933,17011,16.0133,0.5359,Critical
URC_01811,13.0971,80.2545,18.6883,64.5678,950.3786,29,48.6273,21.1116,61.4873,13.8581,33.1324,8298,14.6653,0.3202,92.6139,55.1786,1.5259,346.4685,12.5154,36.6704,74.3195,0.9325,1189.39,218.0842,7,18.2453,0.5231,43.2421,0.4731,56,0.8302,21.6017,6,56.7932,3,419.9147,0.3689,6021,14.6813,0.3676,High
URC_01812,13.144,80.256,12.9647,928.3663,2789.2455,5,10.0,16.9072,80.3033,0.1271,30.6538,91316,38.7395,0.9235,43.6383,42.6357,1.3541,329.0246,9.6237,39.4406,58.2466,0.7014,788.9302,81.0074,4,17.363,0.7375,29.4867,0.3168,42,0.5698,35.5344,5,53.7701,8,124.3201,0.56,17832,19.5963,0.615,Moderate
URC_01813,12.9193,80.3218,26.4616,1003.7625,2649.5205,35,45.049,26.8575,67.9578,20.2161,56.1989,74660,2.2214,0.498,57.1895,59.2858,1.6079,235.8314,6.1844,40.516,105.9166,0.7145,1387.3112,96.2413,3,8.0951,0.5707,25.8176,0.2164,63,0.7589,100.0,3,42.6658,4,179.2009,0.85,10687,32.3218,0.6008,Critical
URC_01814,12.8094,80.1619,28.598,580.0786,684.7294,32,18.417,4.9627,81.5935,13.0662,24.3008,78491,19.6559,0.7148,51.6646,19.114,1.6237,357.6778,21.4096,39.0272,40.9757,0.7669,1522.8529,91.4485,12,32.2234,0.1934,57.6535,0.2386,52,0.6605,81.5502,2,49.0005,2,25.0246,0.3481,12322,15.8024,0.4303,High
URC_01815,12.837,80.2255,27.4101,1114.9139,1384.6368,15,26.3307,8.7296,84.2375,12.2618,32.772,61647,3.772,0.3286,62.4399,45.6668,1.7483,329.8409,8.3568,35.8041,48.3731,0.707,1503.6388,261.2935,7,14.3846,0.39,43.61,0.5778,74,1.0,42.4291,8,27.0531,6,262.8147,0.7422,15731,22.6626,0.6135,Critical
URC_01816,13.2355,80.0537,24.8508,351.4263,996.028,59,26.8855,26.0514,46.5392,22.1842,48.6569,4286,29.445,0.2996,87.3097,29.0997,1.9889,367.6568,14.3057,23.7678,43.5828,0.3498,1243.3498,129.1453,10,17.8721,0.2198,54.3951,0.7054,67,0.7997,18.8721,5,58.0637,6,332.6906,0.1886,1850,26.2764,0.3763,High
URC_01817,12.933,80.1496,26.5979,681.0313,246.6925,10,41.8371,25.0893,92.882,6.0898,33.1467,31141,21.5438,0.3882,63.4886,45.6915,1.1267,312.5131,12.7236,45.9072,70.9978,0.816,1269.1677,175.6683,6,22.0575,0.4817,35.4636,0.4327,28,0.5231,25.7964,10,56.4012,5,238.0165,0.3632,6267,15.0313,0.4008,Critical
URC_01818,13.1462,80.0687,45.8359,1440.8165,2250.9261,18,10.0,16.7904,77.8477,0.0,8.646,47969,7.0766,0.2917,87.8326,9.019,1.477,485.8922,19.7582,34.3982,20.4977,0.6267,1307.4513,138.3643,5,41.565,0.6383,22.3775,0.2923,73,0.905,12.6527,6,25.8133,3,58.8225,0.3968,13558,19.7339,0.4796,Low
URC_01819,13.0811,80.2066,32.4406,1753.8837,305.0007,31,42.7777,26.3639,64.9148,16.5555,36.5637,16896,4.345,0.0871,71.4221,37.664,1.4313,342.314,9.5536,32.6935,42.0923,0.6948,1858.8456,194.8469,9,32.337,0.6056,29.7752,0.7968,14,0.2694,18.3495,6,82.7894,4,175.8418,0.5215,10643,11.4766,0.4514,Moderate
URC_01820,12.9719,80.2952,36.0701,1199.289,1513.7084,60,39.7968,32.7652,31.0918,33.2291,73.7199,39132,32.2461,0.5527,70.3796,39.3567,1.1716,318.4237,9.8048,43.6246,67.3139,0.867,1223.3422,166.8294,7,28.9391,0.537,33.7868,0.2679,21,0.4425,45.1732,4,69.0279,2,57.6867,0.5173,6807,17.4236,0.4145,Critical
URC_01821,12.8926,80.1119,27.2895,195.9469,1545.5374,18,28.2725,13.9127,84.4248,10.9314,23.1878,77197,15.2213,0.6174,35.8007,41.8111,1.5262,340.8473,16.381,36.7975,62.2525,0.6903,208.0418,71.136,3,38.6848,0.9353,7.0464,0.4386,10,0.2146,100.0,5,95.134,4,15.4327,0.5172,6476,16.0759,0.432,Low
URC_01822,12.8546,80.2082,5.6129,1373.5544,588.2848,44,40.5354,44.6211,48.0118,22.6135,51.0992,3600,29.52,0.3333,76.8497,35.3206,1.2089,328.2493,14.2952,44.6715,51.5,0.8088,1492.654,195.5466,5,34.1461,0.5393,32.9462,0.3991,47,0.6733,8.6133,3,55.0991,6,1135.3289,0.6743,2999,19.897,0.4354,Critical
URC_01823,13.0768,80.1112,3.2334,1800.3158,958.095,6,43.2983,0.0,100.0,6.731,16.7943,50734,26.3218,0.6194,58.4636,35.8122,1.6163,401.427,8.0845,33.6753,56.2418,0.7727,1358.7224,213.5971,5,3.0696,0.7357,22.9516,0.3987,4,0.0,6.3679,4,100.0,1,28.2481,0.7641,19346,5.2125,0.5288,Low
URC_01824,13.1486,80.0862,49.9937,1033.4124,1208.4275,33,32.1277,43.9899,40.2801,28.9366,62.3498,49250,35.327,0.6828,39.3488,9.1305,1.5098,473.7052,21.0406,43.7131,0.0,0.8088,1338.995,140.0408,4,43.9182,0.6358,19.0432,0.6794,67,0.8548,100.0,7,30.3314,7,52.056,0.5462,4615,8.5465,0.4255,High
URC_01825,13.0898,80.2033,18.6181,1012.6993,1677.1818,59,20.7709,35.8522,29.106,33.6862,62.3458,20975,8.563,0.1997,67.3964,41.1391,1.3096,452.1746,9.7196,37.2894,34.6477,0.6952,1101.9864,165.9669,3,7.1295,0.9389,4.9018,0.3854,75,0.977,5.9655,11,23.2064,5,11.6675,0.5457,9763,21.5645,0.5052,Critical
URC_01826,13.0386,80.0737,17.599,1983.2565,1385.2403,5,30.8627,0.0,100.0,4.0069,0.0,77373,36.2347,0.8364,37.1587,19.9657,2.3781,442.9158,15.7023,21.9414,12.8454,0.5364,1614.028,156.2547,4,43.9041,0.735,22.6028,0.704,16,0.5447,11.3126,7,83.1891,6,148.9294,0.6237,13193,17.1563,0.5458,Low
URC_01827,12.8189,80.2262,27.948,1290.7807,2173.4541,20,46.9257,9.5722,80.9937,5.3639,26.87,25253,13.6186,0.358,74.8484,18.0404,1.1016,394.6689,21.8513,54.1261,55.2101,0.9792,1898.6163,210.2239,7,15.7761,0.6384,36.1358,0.47,32,0.4532,7.6239,6,65.3421,3,459.7235,0.2219,16451,12.0913,0.431,Low
URC_01828,13.2358,80.0594,31.6048,1621.7564,556.4157,26,28.4282,14.4474,72.12,20.3181,34.0528,58468,19.5028,0.5373,64.0433,54.0238,1.3929,314.0968,7.1037,41.6922,82.3615,1.0682,1331.3384,177.5609,5,6.447,0.7981,15.1345,0.4637,55,0.6487,24.3981,8,53.4166,4,214.8291,0.4758,8118,24.889,0.4694,High
URC_01829,13.1594,80.082,33.1223,1310.6623,1378.3749,17,15.7881,9.7925,92.8488,8.0377,26.4687,43327,18.3991,0.4963,72.1836,42.01,2.382,341.0543,7.3819,22.5328,55.6947,0.3161,964.7871,112.1317,6,14.1012,0.6518,31.0408,0.0818,18,0.2473,37.8712,4,77.1943,1,572.584,0.458,5334,7.9463,0.322,Low
URC_01830,12.9318,80.215,46.293,480.7856,490.9675,42,30.0541,27.4579,69.5956,27.9798,50.7184,84743,26.1978,0.7737,51.2807,13.8542,1.4192,440.6407,22.958,38.5104,38.2569,0.7733,680.1934,91.5496,7,2.5236,0.4969,36.9464,0.7742,42,0.613,9.4218,9,76.0553,6,56.2995,0.7396,15263,14.2537,0.5809,Critical
URC_01831,13.241,80.2274,43.0088,603.9525,1730.7886,41,30.4815,25.0365,63.7253,18.1613,42.2153,74853,17.0819,0.5849,53.8713,7.0119,2.3801,500.0,23.0459,23.561,14.0105,0.4323,1804.474,220.5876,10,10.1702,0.1682,60.0612,0.259,60,0.6714,18.1121,9,40.8373,7,67.356,0.2369,18727,9.4518,0.5079,High
URC_01832,13.0708,80.0587,15.2688,1348.1262,1275.8256,58,35.4323,28.4865,39.2177,30.8141,45.9458,71451,16.7202,0.5303,51.959,8.2317,1.492,500.0,21.6571,40.6231,20.7828,0.7606,1524.4993,136.5522,5,44.4658,0.7435,16.8438,0.7336,16,0.3912,9.0026,10,65.0342,3,38.9376,0.1825,7606,5.1336,0.3194,Moderate
URC_01833,13.0621,80.222,36.6248,939.3387,1285.9276,52,10.1282,37.1675,42.9557,24.7062,45.8176,30442,13.1102,0.3986,69.2155,55.3341,1.2436,238.786,9.4383,47.6379,97.4191,0.7373,2983.1777,338.7686,11,20.8137,0.26,50.3562,0.3309,4,0.2341,8.6303,7,99.6029,5,125.9742,0.3299,14148,21.2014,0.501,Critical
URC_01834,13.1366,80.3016,20.3909,838.4782,633.9644,14,34.8747,27.7117,63.6318,11.8574,36.0134,39739,10.4513,0.3562,71.2521,40.5156,1.4162,375.8532,20.4527,50.5196,52.2825,1.0505,2031.682,263.0658,6,3.2553,0.5047,31.3783,0.5687,51,0.5622,12.2594,4,32.2905,3,123.2565,0.7589,587,11.1853,0.3862,Moderate
URC_01835,13.1653,80.2667,23.3499,93.7813,2120.1721,18,50.1886,11.0007,78.5542,14.5771,32.7,53301,20.0097,0.4934,58.2301,26.1588,1.3286,445.3854,18.4515,42.1122,39.0136,0.9705,960.4512,174.7835,5,37.0401,0.5409,35.1962,0.861,15,0.3969,69.7413,9,79.0373,3,40.729,0.0927,2903,18.162,0.3065,Low
URC_01836,13.0954,80.0894,11.8721,1774.5197,991.3329,27,21.461,18.1447,75.3375,9.005,21.0554,40760,12.6131,0.4037,57.0572,22.785,1.3463,384.1889,26.3574,46.3001,29.1172,1.1442,1446.9819,168.3557,4,24.9729,0.8122,14.3981,0.8444,77,1.0,95.426,8,30.1527,8,251.5643,0.642,7912,8.2798,0.4831,Moderate
URC_01837,12.8576,80.2277,4.6831,1774.7707,294.0146,31,22.4733,28.829,66.8419,10.7025,26.1564,26675,37.8688,0.5079,64.5575,11.3347,1.5455,471.0864,14.2565,36.4467,9.1341,0.7594,762.1149,144.0857,4,19.144,0.9621,19.5558,0.4956,26,0.2576,17.9334,4,77.7319,3,7.1504,0.269,14601,12.8316,0.4384,Low
URC_01838,12.9522,80.2517,24.6213,948.8937,341.3226,55,31.5501,33.9095,53.3484,24.0191,42.4003,52143,14.5607,0.4001,64.2525,15.809,1.2056,463.3975,20.3256,51.3589,16.7593,1.1838,1099.1158,94.6263,6,26.3385,0.2526,40.1399,0.726,33,0.6895,7.671,7,50.027,1,870.0627,0.6694,19167,8.9165,0.4976,High
URC_01839,13.2176,80.0612,13.5282,1416.4415,1076.0251,15,12.9818,14.8593,79.3595,7.3144,18.2862,6029,21.4317,0.3242,81.8015,59.9867,2.0762,264.1276,4.4659,24.0679,63.4144,0.7817,1325.3209,158.1785,6,22.6268,0.4866,27.6498,0.3888,24,0.284,54.636,10,65.5407,2,85.6448,0.7079,11949,9.4865,0.4714,Moderate
URC_01840,12.9011,80.3066,36.1338,396.7477,1092.2074,43,32.8125,27.1778,67.9526,23.3003,31.7235,17282,28.7497,0.4499,76.1808,39.52,1.656,324.3967,7.0543,39.4932,66.7488,0.7037,2194.2407,226.0278,7,40.4433,0.656,33.0407,0.4228,47,0.6027,15.848,5,60.4673,2,199.8132,0.361,15923,20.023,0.4805,Critical
URC_01841,12.9675,80.3219,21.6271,1032.4315,3685.763,33,20.6998,25.8774,59.8628,28.1121,37.4928,3841,17.4079,0.2408,93.1602,6.3177,1.8948,500.0,22.2127,35.7828,0.0,0.6692,1681.1985,221.1901,7,6.3969,0.7989,36.634,0.3519,49,0.8745,2.6678,6,45.1094,4,511.6675,0.135,9666,17.4692,0.3782,Low
URC_01842,12.9944,80.3051,28.7031,905.788,2619.2281,16,36.6499,25.8041,74.6378,14.0204,27.4001,71261,10.7869,0.5225,53.4014,52.7089,2.0764,289.8115,4.2066,29.2168,98.4752,0.7058,1512.0733,121.5588,5,35.1463,0.6172,24.307,0.2467,76,0.8952,7.2132,3,41.7108,3,606.8428,0.1207,13214,31.6229,0.4521,High
URC_01843,12.9977,80.2974,41.4103,1330.3965,1120.012,11,18.6272,27.3673,82.4109,17.0671,43.3219,23383,23.579,0.3216,65.4369,44.0039,1.5383,396.8501,12.162,36.0516,46.6006,0.9354,1733.3687,164.6245,4,18.2093,0.7791,13.9131,0.3363,19,0.1564,3.3162,6,89.1712,0,218.9201,0.3049,3629,11.5168,0.2868,Low
URC_01844,13.0758,80.2735,7.1765,965.8095,1670.3464,2,53.9363,1.5565,89.8004,2.7263,10.0231,49276,31.4454,0.6255,63.6583,43.417,1.7065,288.198,13.8268,31.5857,73.1534,0.3992,1582.3229,198.6643,5,9.9935,0.7412,23.3539,0.7026,34,0.5632,28.1134,7,77.9604,5,804.6483,0.4256,14623,13.6349,0.4742,Low
URC_01845,13.2244,80.24,16.3046,1021.9469,411.0795,13,26.4188,18.4039,93.6743,11.3101,31.0442,60756,9.3361,0.4695,44.2204,59.4779,1.8546,223.453,6.4968,38.4613,103.7959,0.7283,995.5806,61.2305,4,11.3097,0.8761,13.7031,0.7925,52,0.7212,4.0711,10,47.3076,3,537.4016,0.3096,3138,37.8021,0.4159,Critical
URC_01846,12.9083,80.2536,27.1706,626.6393,2610.1939,3,42.6861,12.337,86.7181,12.252,31.5473,40495,7.6872,0.2782,69.4329,16.2527,1.1565,450.1927,17.9229,43.7972,44.4473,1.0141,984.5877,197.0866,3,19.7209,0.8804,6.3428,0.6832,55,0.6834,42.9083,7,39.6064,3,68.7398,0.5217,3336,12.3516,0.3726,Low
URC_01847,12.8547,80.2919,28.7503,144.4252,1577.0564,20,42.154,8.3791,74.0164,13.8021,19.7951,35772,22.8977,0.4231,62.5762,56.2899,1.3952,245.2455,8.1408,45.5175,98.12,1.1223,1849.8628,275.1954,7,38.2175,0.6811,24.2445,0.8683,4,0.1712,45.0787,6,100.0,2,240.902,0.2675,16782,19.6031,0.4675,High
URC_01848,12.8889,80.2487,38.242,1838.2002,956.3977,2,10.0,17.4976,93.514,6.816,36.2873,1465,32.2871,0.3821,92.0098,34.7916,2.2821,300.9275,19.3056,26.542,60.3076,0.4455,1860.2024,111.2215,6,41.0251,0.5999,34.3523,0.6439,24,0.43,18.7712,9,73.3991,3,61.8622,0.3233,14031,14.5844,0.449,Moderate
URC_01849,13.1991,80.1483,35.4058,73.8517,772.0904,23,44.5358,17.5388,57.3654,16.1699,27.4654,1277,9.0302,0.0928,78.5932,8.1253,2.2144,500.0,19.3987,28.3609,0.0,0.5885,797.4592,64.3361,2,11.2965,0.6591,23.3456,0.1205,42,0.4491,27.6085,3,79.0482,2,94.2958,0.5459,18278,12.7189,0.515,Low
URC_01850,13.0906,80.1628,26.1632,598.5826,133.8093,24,26.5562,14.6374,64.3836,9.4778,16.6166,92602,23.4709,0.8155,38.8514,52.3745,1.9051,309.6056,3.7569,41.3518,87.9427,0.607,1129.4124,120.6152,8,17.171,0.2559,48.6286,0.5791,16,0.2303,2.0902,3,88.2219,3,49.6852,0.1128,10751,16.6235,0.3826,High
URC_01851,12.9287,80.3191,28.6409,922.841,1156.8274,27,39.4854,18.5895,80.846,17.2121,32.4884,27912,34.4175,0.5127,55.5655,47.4,1.5851,264.1596,11.6232,33.9553,72.9974,0.6695,877.2105,46.8133,7,9.5695,0.4852,32.7339,0.5439,77,0.9104,22.9143,6,24.3701,5,532.6718,0.0815,19124,25.9054,0.5077,Critical
URC_01852,13.1672,80.0551,28.9729,672.2301,598.5716,22,50.9113,8.0162,80.6793,9.3356,16.5086,13981,15.0188,0.3151,85.0462,32.957,1.9311,365.2938,16.1632,36.2161,73.6408,0.6746,2172.1045,306.4964,11,2.0585,0.3885,44.8564,0.4474,47,0.5414,13.1371,4,60.9432,6,99.2144,0.2096,2047,18.6274,0.3589,Moderate
URC_01853,13.1876,80.2596,7.3635,1126.2398,1805.1791,1,45.777,11.667,96.3419,6.2629,25.5939,37540,28.5833,0.4707,49.5458,6.9135,1.5828,462.8875,28.5372,32.7031,2.5881,0.4078,1628.1659,150.6172,6,40.8187,0.6568,25.524,0.7834,33,0.6725,11.2612,4,55.9491,3,332.9548,0.4158,13905,11.0706,0.444,Low
URC_01854,13.1809,80.3364,23.1235,950.1454,1638.3205,31,37.8133,0.0,62.2346,8.148,11.4725,35504,27.5343,0.4003,73.2578,38.5949,1.83,332.0056,17.9528,37.4783,72.8929,0.782,1716.7745,160.4478,8,15.1679,0.2723,36.1105,0.4523,77,0.9273,9.6238,5,19.0912,7,58.198,0.2307,2148,27.9352,0.4151,High
URC_01855,13.2135,80.2619,27.9817,548.1787,1027.1837,13,18.5719,13.4883,90.9834,6.2388,8.0185,26194,34.3929,0.5117,66.2781,31.0318,1.6189,414.5397,17.2154,29.2714,62.7802,0.6348,1969.5219,181.885,7,17.9012,0.5515,43.6192,0.6083,11,0.137,17.1086,7,94.5217,2,121.8537,0.4279,16965,12.2962,0.4758,Low
URC_01856,12.9135,80.3482,30.5026,221.6393,1989.8141,37,37.2278,29.8964,56.6831,24.2547,43.5502,1941,17.9645,0.2386,86.5876,38.0113,1.533,405.2546,11.4243,37.5074,73.139,0.913,1580.5649,221.5458,9,12.0933,0.583,24.2843,0.7491,4,0.2258,16.566,6,99.5824,0,922.4313,0.4132,9454,14.5986,0.3579,High
URC_01857,13.1398,80.2563,13.9076,318.1938,3910.4085,21,21.6492,24.7828,66.708,16.0136,43.7726,17668,5.9046,0.1918,75.1245,35.6997,1.685,346.913,19.2078,32.6114,79.02,0.4985,1847.2187,202.2703,8,31.4965,0.5188,35.8122,0.7189,37,0.6067,23.7425,9,73.4014,6,16.8685,0.3199,1329,17.5461,0.372,High
URC_01858,13.0072,80.0603,9.7744,998.3241,1231.0862,53,29.3299,39.6425,33.6853,29.5195,59.3314,82409,20.7537,0.7489,38.6523,8.8456,1.4506,495.2991,23.7428,38.3703,10.0393,0.6689,1463.2896,161.313,6,12.4153,0.4846,31.5933,0.408,8,0.1603,16.8039,3,82.2095,4,198.9508,0.5261,7087,0.0,0.3701,Moderate
URC_01859,13.1789,80.2981,22.1856,1699.5938,1023.3385,44,28.7879,35.1547,34.7685,22.3586,50.3488,28857,25.8063,0.476,60.9327,35.9458,1.6728,338.1674,19.1905,31.0031,46.6053,0.6415,1973.2775,227.5247,8,23.3953,0.4094,26.2027,0.0971,21,0.0025,34.9783,4,88.4991,1,220.9545,0.6464,11561,4.5814,0.4191,High
URC_01860,13.1278,80.1354,48.6084,246.2458,1171.8865,40,36.2381,25.2087,56.3004,27.1403,54.7839,77197,17.7686,0.58,50.4514,39.4897,2.0394,340.7923,11.3033,28.9466,31.849,0.4314,1823.9671,210.7195,7,29.8196,0.5635,43.2596,0.633,67,0.7157,25.3555,9,38.347,2,398.8428,0.6335,15121,13.3315,0.4943,High
URC_01861,13.1494,80.1838,15.169,1370.5525,515.3403,27,26.1878,12.498,78.6336,16.7755,32.348,92393,3.7761,0.5173,26.5921,57.4802,1.3353,229.3558,9.3247,38.4459,89.2713,0.9664,1581.3016,214.64,5,14.0721,0.5178,29.7277,0.3771,51,0.5354,39.341,10,64.8204,4,39.6894,0.5904,5704,26.6939,0.4807,Critical
URC_01862,13.0953,80.1436,39.0871,1594.5777,1453.4758,37,33.3052,29.2886,62.4728,26.3959,39.6111,33781,27.5823,0.4722,60.6901,18.4961,1.3704,447.8151,15.2001,42.3497,29.2182,0.9573,1550.9759,143.2722,5,39.5598,0.7203,19.8929,0.7351,5,0.2272,27.1531,12,90.5765,3,734.5804,0.8754,14928,4.4154,0.5075,Low
URC_01863,12.8798,80.1306,44.0169,589.7059,1373.06,20,38.7766,10.61,64.0778,10.7679,13.0346,57965,2.4668,0.2814,63.0383,52.8768,1.3567,294.481,7.2562,43.6678,73.8414,0.9139,986.2093,130.3794,7,39.8263,0.6008,34.2042,0.9391,11,0.5661,51.6613,9,72.5836,5,19.5246,0.5583,5834,17.0446,0.4501,Moderate
URC_01864,13.0453,80.1794,25.5456,1353.067,1513.8559,40,28.8738,40.9565,53.7773,22.6506,46.6917,60430,36.098,0.7205,55.9017,31.9525,2.1219,409.283,13.6948,35.1537,36.2346,0.6876,615.6756,81.1178,7,16.9005,0.4837,40.3267,0.5402,27,0.414,7.1735,6,72.3484,1,498.2666,0.2279,9362,8.9926,0.3227,High
URC_01865,13.2431,80.1636,16.8418,1388.983,1258.417,36,11.2252,19.0853,57.1756,16.566,25.0919,19927,14.7078,0.2313,69.946,7.6523,1.7275,453.3881,18.556,38.0724,5.1629,0.9621,738.0759,79.0008,5,3.2998,0.3222,34.1873,0.6712,35,0.6132,11.8959,12,63.0264,2,108.705,0.3812,12965,6.0757,0.4019,Moderate
URC_01866,13.2218,80.24,31.1538,1430.1958,1951.3742,45,42.4036,28.4028,68.5393,20.5068,43.3087,45092,38.9555,0.677,66.58,27.7519,1.826,403.3484,16.6355,34.9185,38.6373,0.6381,1094.1538,72.8554,4,32.0854,0.6843,27.6683,0.3434,75,0.6483,29.8909,3,34.4199,4,262.6796,0.1106,12517,14.4743,0.3973,High
URC_01867,12.8194,80.2939,27.3399,1787.0777,1774.4318,54,34.3556,25.3195,60.8647,21.4216,39.9004,77490,12.3271,0.5426,38.2323,50.6818,2.1697,344.4502,7.9688,23.4255,55.1996,0.5366,1699.9931,251.8013,5,42.3563,0.5933,26.8701,0.7703,25,0.6188,4.6014,8,75.959,5,413.8431,0.6816,16750,17.9518,0.5757,Critical
URC_01868,12.8742,80.1391,14.6908,827.1258,1959.486,20,29.2996,26.4165,80.9235,21.2451,34.7563,99383,25.3533,0.8554,22.9469,51.5795,1.9876,249.5677,16.0834,29.5426,107.7881,0.677,1147.1317,148.8881,9,4.6999,0.2729,47.9213,0.8555,51,0.8619,13.9704,14,50.618,2,0.3633,0.7016,7920,38.7809,0.5496,Critical
URC_01869,12.8593,80.1141,17.0944,525.1938,619.4823,60,32.1358,45.5597,39.2677,38.5311,72.2621,63500,32.9151,0.734,43.171,55.8352,1.7067,247.813,9.0826,34.0267,95.0775,0.7758,1600.9738,194.5802,8,32.2401,0.6233,38.0695,0.1227,8,0.2647,22.1134,1,99.6202,2,50.45,0.6412,15692,18.3005,0.5319,Critical
URC_01870,13.1267,80.2501,30.443,1110.4975,3392.7297,49,42.9769,33.2416,58.9277,19.2902,37.2932,19516,25.1927,0.4305,76.8811,11.8633,1.2722,439.1399,22.0871,45.9462,14.335,1.1402,1271.07,125.7881,7,37.8035,0.5436,31.1078,0.8904,57,0.7182,13.7379,8,42.1375,6,468.8725,0.4104,12161,11.5246,0.4607,Moderate
URC_01871,13.168,80.2511,36.2013,171.9693,1883.6305,36,28.6468,15.1424,64.6752,6.1177,11.0922,55341,15.8422,0.4839,68.2903,28.8091,1.2839,368.2826,20.1412,44.775,40.0335,0.9328,1849.1556,227.1889,8,32.9745,0.414,41.0319,0.35,71,0.8322,0.3033,4,30.1577,4,466.5781,0.5584,14862,20.9808,0.5302,High
URC_01872,12.8961,80.3203,21.1265,701.1458,1431.0898,39,19.0825,22.2048,46.7749,29.2497,58.3562,73944,28.2192,0.6433,43.0355,22.0884,1.4869,417.365,20.5066,43.039,42.9516,0.5268,1742.9275,224.5898,9,18.9842,0.3758,36.8887,0.5821,68,0.9242,2.2396,13,15.2337,3,277.4629,0.1279,13936,12.9472,0.3959,Critical
URC_01873,13.0276,80.0548,24.1704,1772.289,2900.9895,1,25.2628,6.7075,100.0,0.0,11.2197,18333,33.0397,0.5017,76.2434,55.9383,2.2954,309.4585,12.6504,20.0,97.6289,0.5129,1693.5875,193.4293,6,19.4798,0.3817,31.7266,0.6604,51,0.7187,52.378,16,59.5601,4,376.4891,0.4086,10721,25.7923,0.4808,Moderate
URC_01874,13.1783,80.3059,33.0237,1087.5122,3702.2157,48,34.5371,31.5109,46.863,20.9626,53.5138,25183,5.6114,0.1544,74.2173,11.6653,2.3562,477.4157,18.8147,24.6634,0.0,0.3747,2040.8516,201.9678,7,13.1617,0.5881,34.2414,0.0691,49,0.5756,8.3388,4,29.7803,4,54.5728,0.4133,11348,14.4355,0.4522,Moderate
URC_01875,13.1298,80.2063,22.9302,901.5168,1798.802,42,34.0409,18.0471,64.0171,22.1904,51.6068,17380,34.8683,0.4032,64.3182,14.3726,1.6156,391.814,18.2071,37.395,19.1812,0.7969,261.9414,61.1967,4,15.8078,0.6478,24.9529,0.4436,49,0.5481,1.4051,5,54.3583,3,86.7193,0.0985,7497,8.9666,0.3154,Low
URC_01876,13.044,80.2364,21.4081,568.0836,515.5414,58,16.4761,16.114,50.8424,18.57,32.4683,36218,7.2384,0.29,54.3007,25.4708,2.0491,484.4699,14.2078,34.5177,25.4729,0.6135,748.9966,86.1738,7,26.3747,0.3618,43.6315,0.3286,29,0.3938,49.3383,6,56.422,4,117.5779,0.3133,9777,12.8874,0.4084,Moderate
URC_01877,13.0657,80.0774,15.9359,538.2326,883.8948,8,48.511,9.3768,93.7435,6.8297,14.7825,39815,21.5332,0.4328,65.6653,15.6727,2.0177,437.3932,19.2536,30.6947,12.8831,0.6748,2305.7248,313.1697,7,32.5424,0.7476,24.07,0.3908,42,0.4923,1.8812,7,55.3911,1,1778.8465,0.5724,12173,11.1232,0.3898,Low
URC_01878,13.0288,80.1798,15.7278,511.3934,1004.2419,49,60.0,31.8669,57.0446,26.0303,49.231,74615,24.4918,0.6839,30.0108,59.0066,1.5816,295.3069,10.7321,36.497,79.0637,0.8643,1095.0035,120.0023,4,26.8703,0.6666,27.8762,0.7,8,0.3416,13.5322,2,87.1925,5,135.9405,0.474,3810,13.618,0.3958,Critical
